Lower Bound +,Indicator Label,Lower Bound,Indicator Subcategory,Indicator Type Key,Indicator Unit,Upper Bound,Indicator Value,Upper Bound ,Lower Bound ,Upper Bound -,Panel,Panel Label,Panel_Label_Upper,Panel_Max_Year,Panel_Min_Year,Practice Goal,Practice Key,Practice Name,US_Indicator,Value_First_Last,Year
,"Global Fossil Fuel Consumption, by Energy Type",,Coal,GCT_CE_A,% of total energy consumption,,0.246421853,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2001
,"Global Fossil Fuel Consumption, by Energy Type",,Coal,GCT_CE_A,% of total energy consumption,,0.248378411,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2002
,"Global Fossil Fuel Consumption, by Energy Type",,Coal,GCT_CE_A,% of total energy consumption,,0.260679079,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2003
,"Global Fossil Fuel Consumption, by Energy Type",,Coal,GCT_CE_A,% of total energy consumption,,0.251603604,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1992
,"Global Fossil Fuel Consumption, by Energy Type",,Coal,GCT_CE_A,% of total energy consumption,,0.249987080,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1993
,"Global Fossil Fuel Consumption, by Energy Type",,Coal,GCT_CE_A,% of total energy consumption,,0.248766854,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1994
,"Global Fossil Fuel Consumption, by Energy Type",,Coal,GCT_CE_A,% of total energy consumption,,0.249523529,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1995
,"Global Fossil Fuel Consumption, by Energy Type",,Coal,GCT_CE_A,% of total energy consumption,,0.248265239,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1996
,"Global Fossil Fuel Consumption, by Energy Type",,Coal,GCT_CE_A,% of total energy consumption,,0.243657520,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1997
,"Global Fossil Fuel Consumption, by Energy Type",,Coal,GCT_CE_A,% of total energy consumption,,0.285616777,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1986
,"Global Fossil Fuel Consumption, by Energy Type",,Coal,GCT_CE_A,% of total energy consumption,,0.286056369,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1987
,"Global Fossil Fuel Consumption, by Energy Type",,Coal,GCT_CE_A,% of total energy consumption,,0.283619933,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1988
,"Global Fossil Fuel Consumption, by Energy Type",,Coal,GCT_CE_A,% of total energy consumption,,0.277224513,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1989
,"Global Fossil Fuel Consumption, by Energy Type",,Coal,GCT_CE_A,% of total energy consumption,,0.281930660,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1990
,"Global Fossil Fuel Consumption, by Energy Type",,Coal,GCT_CE_A,% of total energy consumption,,0.258395832,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1991
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.183385652,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,0.2,1980
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.185005121,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1981
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.185207518,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1982
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.186546263,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1983
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.196657589,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1984
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.199349218,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1985
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.228971666,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,0.2,2016
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.226871440,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2010
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.226891517,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2011
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.226977296,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2012
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.225916988,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2013
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.224483532,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2014
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.226794622,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2015
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.220743780,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2004
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.219594918,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2005
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.220406477,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2006
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.221354809,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2007
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.224670641,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2008
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.219608520,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2009
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.220372162,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1998
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.221348493,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1999
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.221838753,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2000
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.220711395,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2001
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.225834650,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2002
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.224257088,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2003
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.219005082,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1992
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.222723095,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1993
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.219957616,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1994
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.220204663,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1995
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.219458762,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1996
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.220086441,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1997
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.197379767,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1986
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.201402547,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1987
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.203857702,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1988
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.210191420,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1989
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.208752097,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1990
,"Global Fossil Fuel Consumption, by Energy Type",,Natural Gas,GCT_CE_B,% of total energy consumption,,0.217191964,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1991
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.450599039,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,0.5,1980
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.436013500,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1981
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.425291421,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1982
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.414117896,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1983
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.399773358,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1984
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.389245550,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1985
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.339415572,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,0.3,2016
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.343113254,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2010
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.336061568,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2011
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.334479236,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2012
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.331484703,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2013
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.333574846,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2014
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.338881303,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2015
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.378343762,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2004
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.370756002,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2005
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.364054066,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2006
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.360028300,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2007
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.353896272,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2008
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.352034805,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2009
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.394948223,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1998
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.395438168,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1999
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.391882319,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2000
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.391312830,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2001
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.385877371,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2002
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.380311889,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,2003
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.392972177,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1992
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.386633925,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1993
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.390039412,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1994
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.387038517,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1995
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.388885957,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1996
