Lower Bound +,Indicator Label,Lower Bound,Indicator Subcategory,Indicator Type Key,Indicator Unit,Upper Bound,Indicator Value,Upper Bound ,Lower Bound ,Upper Bound -,Panel,Panel Label,Panel_Label_Upper,Panel_Max_Year,Panel_Min_Year,Practice Goal,Practice Key,Practice Name,US_Indicator,Value_First_Last,Year
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.393091356,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1997
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.392302582,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1986
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.387512452,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1987
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.385313297,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1988
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.384455170,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1989
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.380680567,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1990
,"Global Fossil Fuel Consumption, by Energy Type",,Oil,GCT_CE_C,% of total energy consumption,,0.389032658,,,,Threat,Fossil Fuel Consumption,FOSSIL FUEL CONSUMPTION,2016,1980,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1991
,Type of Use,,Arable and Cropland,GCT_FD_A,% of total land,,11.707,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,11.7,1990
,Type of Use,,Arable and Cropland,GCT_FD_A,% of total land,,11.737,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1991
,Type of Use,,Arable and Cropland,GCT_FD_A,% of total land,,11.779,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1992
,Type of Use,,Arable and Cropland,GCT_FD_A,% of total land,,11.789,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1993
,Type of Use,,Arable and Cropland,GCT_FD_A,% of total land,,11.796,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1994
,Type of Use,,Arable and Cropland,GCT_FD_A,% of total land,,11.802,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1995
,Type of Use,,Arable and Cropland,GCT_FD_A,% of total land,,12.164,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2014
,Type of Use,,Arable and Cropland,GCT_FD_A,% of total land,,12.249,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,12.2,2015
,Type of Use,,Arable and Cropland,GCT_FD_A,% of total land,,11.916,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2008
,Type of Use,,Arable and Cropland,GCT_FD_A,% of total land,,11.908,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2009
,Type of Use,,Arable and Cropland,GCT_FD_A,% of total land,,11.895,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2010
,Type of Use,,Arable and Cropland,GCT_FD_A,% of total land,,11.994,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2011
,Type of Use,,Arable and Cropland,GCT_FD_A,% of total land,,12.078,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2012
,Type of Use,,Arable and Cropland,GCT_FD_A,% of total land,,12.105,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2013
,Type of Use,,Arable and Cropland,GCT_FD_A,% of total land,,11.781,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2002
,Type of Use,,Arable and Cropland,GCT_FD_A,% of total land,,11.841,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2003
,Type of Use,,Arable and Cropland,GCT_FD_A,% of total land,,11.887,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2004
,Type of Use,,Arable and Cropland,GCT_FD_A,% of total land,,11.945,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2005
,Type of Use,,Arable and Cropland,GCT_FD_A,% of total land,,11.865,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2006
,Type of Use,,Arable and Cropland,GCT_FD_A,% of total land,,11.88,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2007
,Type of Use,,Arable and Cropland,GCT_FD_A,% of total land,,11.751,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1996
,Type of Use,,Arable and Cropland,GCT_FD_A,% of total land,,11.792,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1997
,Type of Use,,Arable and Cropland,GCT_FD_A,% of total land,,11.822,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1998
,Type of Use,,Arable and Cropland,GCT_FD_A,% of total land,,11.839,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1999
,Type of Use,,Arable and Cropland,GCT_FD_A,% of total land,,11.815,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2000
,Type of Use,,Arable and Cropland,GCT_FD_A,% of total land,,11.808,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2001
,Type of Use,,Meadows and Pastures,GCT_FD_B,% of total land,,25.299,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,25.3,1990
,Type of Use,,Meadows and Pastures,GCT_FD_B,% of total land,,25.342,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1991
,Type of Use,,Meadows and Pastures,GCT_FD_B,% of total land,,25.745,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1992
,Type of Use,,Meadows and Pastures,GCT_FD_B,% of total land,,25.973,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1993
,Type of Use,,Meadows and Pastures,GCT_FD_B,% of total land,,26.092,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1994
,Type of Use,,Meadows and Pastures,GCT_FD_B,% of total land,,26.087,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1995
,Type of Use,,Meadows and Pastures,GCT_FD_B,% of total land,,25.179,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,25.2,2015
,Type of Use,,Meadows and Pastures,GCT_FD_B,% of total land,,25.486,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2012
,Type of Use,,Meadows and Pastures,GCT_FD_B,% of total land,,25.441,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2013
,Type of Use,,Meadows and Pastures,GCT_FD_B,% of total land,,25.485,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2014
,Type of Use,,Meadows and Pastures,GCT_FD_B,% of total land,,25.903,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2008
,Type of Use,,Meadows and Pastures,GCT_FD_B,% of total land,,25.551,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2009
,Type of Use,,Meadows and Pastures,GCT_FD_B,% of total land,,25.535,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2010
,Type of Use,,Meadows and Pastures,GCT_FD_B,% of total land,,25.518,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2011
,Type of Use,,Meadows and Pastures,GCT_FD_B,% of total land,,26.189,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2002
,Type of Use,,Meadows and Pastures,GCT_FD_B,% of total land,,26.034,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2003
,Type of Use,,Meadows and Pastures,GCT_FD_B,% of total land,,26.071,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2004
,Type of Use,,Meadows and Pastures,GCT_FD_B,% of total land,,26.024,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2005
,Type of Use,,Meadows and Pastures,GCT_FD_B,% of total land,,25.983,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2006
,Type of Use,,Meadows and Pastures,GCT_FD_B,% of total land,,25.956,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2007
,Type of Use,,Meadows and Pastures,GCT_FD_B,% of total land,,26.168,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1996
,Type of Use,,Meadows and Pastures,GCT_FD_B,% of total land,,26.213,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1997
,Type of Use,,Meadows and Pastures,GCT_FD_B,% of total land,,26.243,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1998
,Type of Use,,Meadows and Pastures,GCT_FD_B,% of total land,,26.198,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1999
,Type of Use,,Meadows and Pastures,GCT_FD_B,% of total land,,26.261,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2000
,Type of Use,,Meadows and Pastures,GCT_FD_B,% of total land,,26.252,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2001
,Type of Use,,Forest,GCT_FD_C,% of total land,,31.621,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,31.6,1990
,Type of Use,,Forest,GCT_FD_C,% of total land,,31.566,,,,Threat,Land Use,LAND USE,2015,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1991
